Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Rajasthan, 28-02-2023, M, 27.68, 14249421.00, 43.13
Sikkim, 31-10-2019, M, 5.48, 146688.00, 44.06
Sikkim, 30-11-2019, M, 13.11, 162426.00, 53.04
Sikkim, 31-12-2019, M, 1.00, 161647.00, 46.30
Sikkim, 30-04-2020, M, 0.00, 133399.00, 37.72
Sikkim, 30-06-2020, M, 5.81, 141313.00, 42.36
Sikkim, 31-08-2020, M, 12.68, 160503.00, 51.82
Sikkim, 31-10-2020, M, 1.37, 154044.00, 43.98
Sikkim, 30-06-2021, M, 0.00, 169640.00, 47.50
Sikkim, 30-06-2022, M, 13.25, 105313.00, 33.71
Sikkim, 31-07-2022, M, 6.15, 112744.00, 33.33
Sikkim, 31-12-2022, M, 13.70, 210986.00, 67.59
Sikkim, 31-01-2023, M, 2.00, 168910.00, 47.62
Tamil Nadu, 31-01-2016, M, 8.17, 17782398.00, 63.34
Tamil Nadu, 29-02-2016, M, 2.60, 18168328.00, 60.92
Tamil Nadu, 31-03-2016, M, 9.11, 17700247.00, 63.51
Tamil Nadu, 30-04-2016, M, 11.58, 17653242.00, 65.02
Tamil Nadu, 31-05-2016, M, 9.81, 18507825.00, 66.73
Tamil Nadu, 30-06-2016, M, 4.08, 17158603.00, 58.09
Tamil Nadu, 31-07-2016, M, 3.27, 17805142.00, 59.69
Tamil Nadu, 31-08-2016, M, 6.17, 18626660.00, 64.29
Tamil Nadu, 30-09-2016, M, 19.30, 17836139.00, 71.47
Tamil Nadu, 31-10-2016, M, 12.03, 17155077.00, 62.97
Tamil Nadu, 30-11-2016, M, 4.50, 17644912.00, 59.58
Tamil Nadu, 31-12-2016, M, 5.47, 18144210.00, 61.80
Tamil Nadu, 31-01-2017, M, 12.84, 18099581.00, 66.77
Tamil Nadu, 28-02-2017, M, 6.80, 17377130.00, 59.87
Tamil Nadu, 31-03-2017, M, 2.52, 17849223.00, 58.71
Tamil Nadu, 30-04-2017, M, 6.21, 17777485.00, 60.69
Tamil Nadu, 31-05-2017, M, 3.59, 18229170.00, 60.45
Tamil Nadu, 30-06-2017, M, 0.70, 17385311.00, 55.90
Tamil Nadu, 31-07-2017, M, 2.83, 17402243.00, 57.09
Tamil Nadu, 31-08-2017, M, 3.21, 16681303.00, 54.87
Tamil Nadu, 30-09-2017, M, 2.89, 18198296.00, 59.57
Tamil Nadu, 31-10-2017, M, 3.68, 17015138.00, 56.08
Tamil Nadu, 30-11-2017, M, 2.30, 17373818.00, 56.37
Tamil Nadu, 31-12-2017, M, 2.12, 17203829.00, 55.64
Tamil Nadu, 31-01-2018, M, 2.20, 17782265.00, 57.47
Tamil Nadu, 28-02-2018, M, 2.24, 16418900.00, 53.02
Tamil Nadu, 31-03-2018, M, 2.56, 16873055.00, 54.58
Tamil Nadu, 30-04-2018, M, 1.39, 17222000.00, 54.97
Tamil Nadu, 31-05-2018, M, 1.82, 17536067.00, 56.14
Tamil Nadu, 30-06-2018, M, 1.34, 16384171.00, 52.12
Tamil Nadu, 31-07-2018, M, 2.20, 16728240.00, 53.61
Tamil Nadu, 31-08-2018, M, 1.17, 16376394.00, 51.86
Tamil Nadu, 30-09-2018, M, 1.80, 16274296.00, 51.79
Tamil Nadu, 31-10-2018, M, 0.64, 16108818.00, 50.59
Tamil Nadu, 30-11-2018, M, 2.59, 16850621.00, 53.91
Tamil Nadu, 31-12-2018, M, 1.29, 15440928.00, 48.68
Tamil Nadu, 31-01-2019, M, 2.67, 15510576.00, 49.52
Tamil Nadu, 28-02-2019, M, 1.68, 15640955.00, 49.36
Tamil Nadu, 31-03-2019, M, 1.21, 16405972.00, 51.46
Tamil Nadu, 30-04-2019, M, 0.57, 15355003.00, 47.78
Tamil Nadu, 31-05-2019, M, 0.97, 15844690.00, 49.44
Tamil Nadu, 30-06-2019, M, 0.92, 16375303.00, 50.99
Tamil Nadu, 31-07-2019, M, 6.01, 16455940.00, 53.94
Tamil Nadu, 31-08-2019, M, 2.91, 16463934.00, 52.17
Tamil Nadu, 30-09-2019, M, 1.74, 15062612.00, 47.10
Tamil Nadu, 31-10-2019, M, 1.46, 15595650.00, 48.55
Tamil Nadu, 30-11-2019, M, 2.46, 16223432.00, 50.95
Tamil Nadu, 31-12-2019, M, 3.73, 15356936.00, 48.80
Tamil Nadu, 31-01-2020, M, 1.18, 14954646.00, 46.23
Tamil Nadu, 29-02-2020, M, 1.17, 15828488.00, 48.86
Tamil Nadu, 31-03-2020, M, 6.36, 15848590.00, 51.56
Tamil Nadu, 30-04-2020, M, 53.19, 5086200.00, 33.05
Tamil Nadu, 31-05-2020, M, 39.08, 5749335.00, 28.67
Tamil Nadu, 30-06-2020, M, 1.31, 11087685.00, 34.08
Tamil Nadu, 31-07-2020, M, 4.53, 14175868.00, 44.97
Tamil Nadu, 31-08-2020, M, 1.80, 14442862.00, 44.48
Tamil Nadu, 30-09-2020, M, 6.44, 12531831.00, 40.45
Tamil Nadu, 31-10-2020, M, 1.04, 13038797.00, 39.74
Tamil Nadu, 30-11-2020, M, 1.60, 14028335.00, 42.93
Tamil Nadu, 31-12-2020, M, 0.97, 13482287.00, 40.94
Tamil Nadu, 31-01-2021, M, 3.19, 12662498.00, 39.28
Tamil Nadu, 28-02-2021, M, 2.70, 13043798.00, 40.20
Tamil Nadu, 31-03-2021, M, 2.72, 14192854.00, 43.69
Tamil Nadu, 30-04-2021, M, 1.46, 13456380.00, 40.83
Tamil Nadu, 31-05-2021, M, 29.82, 7602435.00, 32.34
Tamil Nadu, 30-06-2021, M, 3.59, 10707331.00, 33.12
Tamil Nadu, 31-07-2021, M, 4.23, 14089239.00, 43.80
Tamil Nadu, 31-08-2021, M, 5.05, 13017311.00, 40.76
Tamil Nadu, 30-09-2021, M, 6.81, 11791783.00, 37.57
Tamil Nadu, 31-10-2021, M, 2.93, 12421674.00, 37.94
Tamil Nadu, 30-11-2021, M, 3.81, 13850256.00, 42.63
Tamil Nadu, 31-12-2021, M, 7.78, 12530303.00, 40.17
Tamil Nadu, 31-01-2022, M, 5.80, 12302972.00, 38.55
Tamil Nadu, 28-02-2022, M, 0.82, 12112371.00, 36.00
Tamil Nadu, 31-03-2022, M, 3.89, 13558345.00, 41.53
Tamil Nadu, 30-04-2022, M, 3.54, 12054760.00, 36.73
Tamil Nadu, 31-05-2022, M, 2.74, 11857764.00, 35.79
Tamil Nadu, 30-06-2022, M, 1.54, 11782081.00, 35.08
Tamil Nadu, 31-07-2022, M, 2.58, 13558378.00, 40.74
Tamil Nadu, 31-08-2022, M, 6.84, 11562299.00, 36.28
Tamil Nadu, 30-09-2022, M, 3.97, 13427424.00, 40.81
Tamil Nadu, 31-10-2022, M, 3.49, 13459504.00, 40.65
Tamil Nadu, 30-11-2022, M, 4.08, 13310218.00, 40.38
Tamil Nadu, 31-12-2022, M, 5.27, 13538305.00, 41.53
Tamil Nadu, 31-01-2023, M, 1.45, 16479282.00, 48.52
Tamil Nadu, 28-02-2023, M, 2.94, 15049011.00, 44.93
Telangana, 31-01-2016, M, 5.71, 12840058.00, 79.13
Telangana, 29-02-2016, M, 2.38, 11597906.00, 68.94
Telangana, 31-03-2016, M, 3.17, 10829463.00, 64.79
Telangana, 30-04-2016, M, 5.03, 11987505.00, 73.01
Telangana, 31-05-2016, M, 3.83, 11461146.00, 68.83
Telangana, 30-06-2016, M, 7.61, 8798470.00, 54.91
Telangana, 31-07-2016, M, 2.74, 9121167.00, 53.99
Telangana, 31-08-2016, M, 2.76, 11910609.00, 70.41
Telangana, 30-09-2016, M, 1.86, 10743204.00, 62.83
Telangana, 31-10-2016, M, 6.48, 10309634.00, 63.17
Telangana, 30-11-2016, M, 4.38, 11040798.00, 66.07
Telangana, 31-12-2016, M, 2.50, 12635254.00, 74.03
Telangana, 31-01-2017, M, 1.94, 9931079.00, 57.76
Telangana, 28-02-2017, M, 15.80, 9234905.00, 62.47
Telangana, 31-03-2017, M, 4.99, 12364421.00, 74.00
Telangana, 30-04-2017, M, 2.12, 11545305.00, 66.97
Telangana, 31-05-2017, M, 1.77, 9587156.00, 55.33
Telangana, 30-06-2017, M, 14.70, 9216543.00, 61.16
Telangana, 31-07-2017, M, 4.24, 9624337.00, 56.80
Telangana, 31-08-2017, M, 1.10, 11190443.00, 63.84
Telangana, 30-09-2017, M, 1.86, 9158081.00, 52.57
Telangana, 31-10-2017, M, 4.76, 8619970.00, 50.91
Telangana, 30-11-2017, M, 1.79, 11943007.00, 68.29
Telangana, 31-12-2017, M, 1.19, 12162503.00, 69.02
Telangana, 31-01-2018, M, 4.62, 9462240.00, 55.54
Telangana, 28-02-2018, M, 2.54, 9609707.00, 55.12
Telangana, 31-03-2018, M, 3.60, 10569654.00, 61.20
Telangana, 30-04-2018, M, 0.65, 9325887.00, 52.31
Telangana, 31-05-2018, M, 0.94, 9063618.00, 50.91
Telangana, 30-06-2018, M, 1.32, 9545297.00, 53.74
Telangana, 31-07-2018, M, 0.27, 11187838.00, 62.23
Telangana, 31-08-2018, M, 0.21, 10444826.00, 57.96
Telangana, 30-09-2018, M, 0.62, 10833856.00, 60.28
Telangana, 31-10-2018, M, 1.22, 8902682.00, 49.76
Telangana, 30-11-2018, M, 0.41, 11422038.00, 63.22
Telangana, 31-12-2018, M, 0.21, 9676854.00, 53.37
Telangana, 31-01-2019, M, 3.01, 10749055.00, 60.90
Telangana, 28-02-2019, M, 2.14, 9965875.00, 55.88
Telangana, 31-03-2019, M, 2.33, 11244921.00, 63.07
Telangana, 30-04-2019, M, 1.86, 9642129.00, 53.74
Telangana, 31-05-2019, M, 2.23, 11053352.00, 61.74
Telangana, 30-06-2019, M, 5.92, 10728821.00, 62.19
Telangana, 31-07-2019, M, 2.45, 11538688.00, 64.40
Telangana, 31-08-2019, M, 1.40, 10743961.00, 59.23
Telangana, 30-09-2019, M, 4.13, 11415308.00, 64.62
Telangana, 31-10-2019, M, 7.29, 11375348.00, 66.49
Telangana, 30-11-2019, M, 6.47, 11265831.00, 65.17
Telangana, 31-12-2019, M, 1.35, 11068057.00, 60.61
Telangana, 31-01-2020, M, 5.02, 12065915.00, 68.51
Telangana, 29-02-2020, M, 9.02, 11304474.00, 66.92
Telangana, 31-03-2020, M, 5.63, 12028377.00, 68.53
Telangana, 30-04-2020, M, 4.51, 8793799.00, 49.44
Telangana, 31-05-2020, M, 11.64, 10648640.00, 64.60
Telangana, 30-06-2020, M, 12.03, 10514681.00, 63.97
Telangana, 31-07-2020, M, 6.67, 10693699.00, 61.22
Telangana, 31-08-2020, M, 7.02, 13608389.00, 78.08
Telangana, 30-09-2020, M, 4.11, 11469409.00, 63.72
Telangana, 31-10-2020, M, 2.53, 12262259.00, 66.91
Telangana, 30-11-2020, M, 1.65, 11928707.00, 64.41
Telangana, 31-12-2020, M, 6.37, 8556804.00, 48.46
Telangana, 31-01-2021, M, 4.82, 11220791.00, 62.41
Telangana, 28-02-2021, M, 5.85, 11047273.00, 62.03
Telangana, 31-03-2021, M, 3.86, 11180051.00, 61.37
Telangana, 30-04-2021, M, 4.00, 9247569.00, 50.76
Telangana, 31-05-2021, M, 8.54, 11589550.00, 66.67
Telangana, 30-06-2021, M, 4.35, 10115757.00, 55.56
Telangana, 31-07-2021, M, 4.03, 11149816.00, 60.94
Telangana, 31-08-2021, M, 2.70, 11331936.00, 60.99
Telangana, 30-09-2021, M, 3.39, 11556605.00, 62.55
Telangana, 31-10-2021, M, 3.70, 11882064.00, 64.41
Telangana, 30-11-2021, M, 4.53, 10978770.00, 59.94
Telangana, 31-12-2021, M, 0.36, 12204038.00, 63.74
Telangana, 31-01-2022, M, 0.00, 10676237.00, 55.47
Telangana, 28-02-2022, M, 16.23, 9821061.00, 60.83
Telangana, 31-03-2022, M, 6.19, 11189165.00, 61.78
Telangana, 30-04-2022, M, 9.87, 11776165.00, 67.58
Telangana, 31-05-2022, M, 8.56, 11804235.00, 66.67
Telangana, 30-06-2022, M, 10.56, 8687391.00, 50.08
Telangana, 31-07-2022, M, 5.03, 8690180.00, 47.11
Telangana, 31-08-2022, M, 7.06, 9772506.00, 54.05
Telangana, 30-09-2022, M, 8.46, 9118333.00, 51.12
Telangana, 31-10-2022, M, 10.43, 9118177.00, 52.16
Telangana, 30-11-2022, M, 4.14, 8477699.00, 45.24
Telangana, 31-12-2022, M, 2.34, 10411839.00, 54.46
Telangana, 31-01-2023, M, 3.57, 9041548.00, 47.82
Telangana, 28-02-2023, M, 6.84, 10689805.00, 58.43
Tripura, 30-09-2017, M, 20.00, 859255.00, 49.65
Tripura, 31-10-2017, M, 8.57, 1066870.00, 53.85
Tripura, 31-01-2018, M, 33.33, 963790.00, 66.38
Tripura, 28-02-2018, M, 31.63, 1021898.00, 68.53
Tripura, 31-03-2018, M, 15.29, 936297.00, 50.60
Tripura, 30-04-2018, M, 13.26, 1004529.00, 52.92
Tripura, 31-05-2018, M, 22.92, 1036401.00, 61.34
Tripura, 30-06-2018, M, 20.00, 1076286.00, 61.28
Tripura, 31-07-2018, M, 17.49, 951442.00, 52.44
Tripura, 31-08-2018, M, 23.88, 1043379.00, 62.23
Tripura, 30-09-2018, M, 39.19, 967018.00, 72.08
Tripura, 31-10-2018, M, 33.09, 1086837.00, 73.50
Tripura, 30-11-2018, M, 33.33, 1012609.00, 68.62
Tripura, 31-12-2018, M, 23.11, 1066060.00, 62.54
Tripura, 31-01-2019, M, 33.06, 996372.00, 67.03
Tripura, 28-02-2019, M, 25.70, 1137114.00, 68.81
Tripura, 31-03-2019, M, 22.95, 1026566.00, 59.80
Tripura, 30-04-2019, M, 22.22, 1077253.00, 62.07
Tripura, 31-05-2019, M, 29.25, 1019549.00, 64.47
Tripura, 30-06-2019, M, 26.64, 1107013.00, 67.40
Tripura, 31-07-2019, M, 22.47, 1052598.00, 60.54
Tripura, 31-08-2019, M, 25.49, 975501.00, 58.29
Tripura, 30-09-2019, M, 30.23, 1034408.00, 65.90
Tripura, 31-10-2019, M, 27.54, 1113764.00, 68.21
Tripura, 30-11-2019, M, 25.25, 1084633.00, 64.29
Tripura, 31-12-2019, M, 26.53, 1046878.00, 63.02
Tripura, 31-01-2020, M, 31.91, 1057975.00, 68.61
Tripura, 29-02-2020, M, 26.22, 1169347.00, 69.88
Tripura, 31-03-2020, M, 31.61, 1060946.00, 68.28
Tripura, 30-04-2020, M, 43.64, 675083.00, 52.63
Tripura, 31-05-2020, M, 20.88, 891967.00, 49.46
Tripura, 30-06-2020, M, 18.95, 1110234.00, 60.00
Tripura, 31-07-2020, M, 15.79, 988947.00, 51.35
Tripura, 31-08-2020, M, 27.44, 970103.00, 58.36
Tripura, 30-09-2020, M, 19.31, 948583.00, 51.24
Tripura, 31-10-2020, M, 12.44, 1175851.00, 58.43
Tripura, 30-11-2020, M, 13.16, 1037059.00, 51.88
Tripura, 31-12-2020, M, 16.42, 993262.00, 51.54
Tripura, 31-01-2021, M, 20.27, 976830.00, 53.05
Tripura, 28-02-2021, M, 11.82, 1214206.00, 59.53
Tripura, 31-03-2021, M, 13.79, 1064773.00, 53.31
Tripura, 30-04-2021, M, 15.13, 1032300.00, 52.41
Tripura, 31-05-2021, M, 21.93, 936126.00, 51.58
Tripura, 30-06-2021, M, 9.47, 1224662.00, 58.10
Tripura, 31-07-2021, M, 13.21, 1153540.00, 56.99
Tripura, 31-08-2021, M, 12.77, 1084275.00, 53.21
Tripura, 30-09-2021, M, 16.04, 1006002.00, 51.21
Tripura, 31-10-2021, M, 10.36, 1243741.00, 59.20
Tripura, 30-11-2021, M, 12.69, 1098617.00, 53.60
Tripura, 31-12-2021, M, 12.77, 1091394.00, 53.21
Tripura, 31-01-2022, M, 19.20, 963096.00, 50.61
Tripura, 28-02-2022, M, 10.14, 1153400.00, 54.41
Tripura, 31-03-2022, M, 13.10, 1102622.00, 53.70
Tripura, 30-04-2022, M, 12.14, 1102605.00, 53.03
Tripura, 31-05-2022, M, 19.44, 928982.00, 48.65
Tripura, 30-06-2022, M, 9.62, 1191387.00, 55.52
Tripura, 31-07-2022, M, 12.50, 1071756.00, 51.50
Tripura, 31-08-2022, M, 13.89, 1080722.00, 52.68
Tripura, 30-09-2022, M, 18.56, 966666.00, 49.74
Tripura, 31-10-2022, M, 11.04, 1249757.00, 58.78
Tripura, 30-11-2022, M, 13.48, 1110477.00, 53.61
Tripura, 31-12-2022, M, 11.85, 1089115.00, 51.53
Tripura, 31-01-2023, M, 17.65, 972660.00, 49.17
Tripura, 28-02-2023, M, 12.10, 1149991.00, 54.39
Uttar Pradesh, 31-01-2016, M, 13.76, 42479419.00, 44.49
Uttar Pradesh, 29-02-2016, M, 13.33, 41941441.00, 43.62
Uttar Pradesh, 31-03-2016, M, 12.16, 43489501.00, 44.53
Uttar Pradesh, 30-04-2016, M, 13.15, 42730696.00, 44.15
Uttar Pradesh, 31-05-2016, M, 15.30, 44347442.00, 46.89
Uttar Pradesh, 30-06-2016, M, 18.02, 42975514.00, 46.84
Uttar Pradesh, 31-07-2016, M, 11.83, 43137820.00, 43.63
Uttar Pradesh, 31-08-2016, M, 16.90, 43095763.00, 46.14
Uttar Pradesh, 30-09-2016, M, 8.89, 46847283.00, 45.65
Uttar Pradesh, 31-10-2016, M, 8.09, 44804448.00, 43.18
Uttar Pradesh, 30-11-2016, M, 5.13, 42225753.00, 39.34
Uttar Pradesh, 31-12-2016, M, 7.23, 42130453.00, 40.05
Uttar Pradesh, 31-01-2017, M, 2.94, 43723080.00, 39.64
Uttar Pradesh, 28-02-2017, M, 2.16, 42679666.00, 38.31
Uttar Pradesh, 31-03-2017, M, 1.19, 41651327.00, 36.94
Uttar Pradesh, 30-04-2017, M, 5.51, 42101198.00, 38.96
Uttar Pradesh, 31-05-2017, M, 2.15, 42996069.00, 38.34
Uttar Pradesh, 30-06-2017, M, 1.60, 44172996.00, 39.08
Uttar Pradesh, 31-07-2017, M, 1.26, 42857326.00, 37.71
Uttar Pradesh, 31-08-2017, M, 7.13, 42875942.00, 40.02
Uttar Pradesh, 30-09-2017, M, 2.61, 43205468.00, 38.37
Uttar Pradesh, 31-10-2017, M, 2.46, 44011138.00, 38.94
Uttar Pradesh, 30-11-2017, M, 1.46, 42504146.00, 37.15
Uttar Pradesh, 31-12-2017, M, 5.53, 41991466.00, 38.20
Uttar Pradesh, 31-01-2018, M, 3.15, 43350408.00, 38.38
Uttar Pradesh, 28-02-2018, M, 2.81, 44031310.00, 38.77
Uttar Pradesh, 31-03-2018, M, 2.18, 43365448.00, 37.85
Uttar Pradesh, 30-04-2018, M, 5.73, 43192494.00, 39.04
Uttar Pradesh, 31-05-2018, M, 4.74, 43486815.00, 38.81
Uttar Pradesh, 30-06-2018, M, 3.05, 44046996.00, 38.54
Uttar Pradesh, 31-07-2018, M, 2.94, 43208316.00, 37.68
Uttar Pradesh, 31-08-2018, M, 8.76, 42706441.00, 39.53
Uttar Pradesh, 30-09-2018, M, 7.30, 43174661.00, 39.25
Uttar Pradesh, 31-10-2018, M, 5.05, 42913894.00, 38.01
Uttar Pradesh, 30-11-2018, M, 5.37, 42743911.00, 37.90
Uttar Pradesh, 31-12-2018, M, 10.75, 42924264.00, 40.27
Uttar Pradesh, 31-01-2019, M, 8.14, 42956774.00, 39.07
Uttar Pradesh, 28-02-2019, M, 8.72, 41959261.00, 38.32
Uttar Pradesh, 31-03-2019, M, 7.75, 43342692.00, 39.08
Uttar Pradesh, 30-04-2019, M, 10.87, 44306803.00, 41.26
Uttar Pradesh, 31-05-2019, M, 10.26, 43287812.00, 39.96
Uttar Pradesh, 30-06-2019, M, 11.13, 42276551.00, 39.32
Uttar Pradesh, 31-07-2019, M, 9.19, 42697003.00, 38.78
Uttar Pradesh, 31-08-2019, M, 11.47, 43298748.00, 40.24
Uttar Pradesh, 30-09-2019, M, 6.37, 44310100.00, 38.86
Uttar Pradesh, 31-10-2019, M, 10.18, 42833280.00, 39.07
Uttar Pradesh, 30-11-2019, M, 6.94, 43261536.00, 38.01
Uttar Pradesh, 31-12-2019, M, 8.43, 44640064.00, 39.77
Uttar Pradesh, 31-01-2020, M, 6.06, 45777509.00, 39.67
Uttar Pradesh, 29-02-2020, M, 8.12, 44257432.00, 39.13
Uttar Pradesh, 31-03-2020, M, 9.37, 43086706.00, 38.53
Uttar Pradesh, 30-04-2020, M, 19.92, 39970677.00, 40.37
Uttar Pradesh, 31-05-2020, M, 16.86, 38547596.00, 37.42
Uttar Pradesh, 30-06-2020, M, 8.51, 41908909.00, 36.89
Uttar Pradesh, 31-07-2020, M, 4.39, 43316726.00, 36.40
Uttar Pradesh, 31-08-2020, M, 5.69, 42985424.00, 36.54
Uttar Pradesh, 30-09-2020, M, 3.26, 42993059.00, 35.55
Uttar Pradesh, 31-10-2020, M, 3.22, 43075281.00, 35.53
Uttar Pradesh, 30-11-2020, M, 4.71, 43482416.00, 36.35
Uttar Pradesh, 31-12-2020, M, 15.29, 42975344.00, 40.32
Uttar Pradesh, 31-01-2021, M, 4.22, 42085759.00, 34.84
Uttar Pradesh, 28-02-2021, M, 3.65, 43524091.00, 35.75
Uttar Pradesh, 31-03-2021, M, 3.68, 42817381.00, 35.11
Uttar Pradesh, 30-04-2021, M, 5.03, 43919364.00, 36.44
Uttar Pradesh, 31-05-2021, M, 6.04, 42772497.00, 35.79
Uttar Pradesh, 30-06-2021, M, 3.77, 42925293.00, 35.00
Uttar Pradesh, 31-07-2021, M, 4.90, 42092151.00, 34.65
Uttar Pradesh, 31-08-2021, M, 5.99, 43728946.00, 36.33
Uttar Pradesh, 30-09-2021, M, 4.10, 41874581.00, 34.03
Uttar Pradesh, 31-10-2021, M, 4.17, 41980265.00, 34.07
Uttar Pradesh, 30-11-2021, M, 5.04, 43266539.00, 35.36
Uttar Pradesh, 31-12-2021, M, 3.99, 44235000.00, 35.68
Uttar Pradesh, 31-01-2022, M, 1.54, 42383680.00, 33.26
Uttar Pradesh, 28-02-2022, M, 2.23, 42049358.00, 33.16
Uttar Pradesh, 31-03-2022, M, 4.19, 42512634.00, 34.14
Uttar Pradesh, 30-04-2022, M, 1.67, 43186335.00, 33.72
Uttar Pradesh, 31-05-2022, M, 2.55, 41616090.00, 32.71
Uttar Pradesh, 30-06-2022, M, 2.51, 42110496.00, 33.02
Uttar Pradesh, 31-07-2022, M, 2.87, 41900366.00, 32.90
Uttar Pradesh, 31-08-2022, M, 2.84, 42721575.00, 33.46
Uttar Pradesh, 30-09-2022, M, 3.68, 41717528.00, 32.89
Uttar Pradesh, 31-10-2022, M, 4.21, 41693451.00, 32.98
Uttar Pradesh, 30-11-2022, M, 3.51, 42664440.00, 33.43
Uttar Pradesh, 31-12-2022, M, 3.21, 43723963.00, 34.08
Uttar Pradesh, 31-01-2023, M, 3.77, 43014276.00, 33.65
Uttar Pradesh, 28-02-2023, M, 4.24, 43078777.00, 33.80
Uttarakhand, 31-01-2016, M, 0.00, 3489729.00, 65.86
Uttarakhand, 29-02-2016, M, 4.76, 2460661.00, 48.68
Uttarakhand, 31-03-2016, M, 1.30, 1879939.00, 35.81
Uttarakhand, 30-04-2016, M, 0.00, 3124021.00, 58.63
Uttarakhand, 31-05-2016, M, 0.00, 3866562.00, 72.43
Uttarakhand, 30-06-2016, M, 2.32, 2357432.00, 45.12
Uttarakhand, 31-07-2016, M, 0.00, 2088677.00, 38.98
Uttarakhand, 31-08-2016, M, 0.00, 2573999.00, 47.94
Uttarakhand, 30-09-2016, M, 0.00, 2464390.00, 45.81
Uttarakhand, 31-10-2016, M, 4.82, 2206720.00, 43.02
Uttarakhand, 30-11-2016, M, 0.00, 1799930.00, 33.33
Uttarakhand, 31-12-2016, M, 0.00, 2462880.00, 45.52
Uttarakhand, 31-01-2017, M, 0.00, 2900105.00, 53.50
Uttarakhand, 28-02-2017, M, 3.43, 2227459.00, 42.48
Uttarakhand, 31-03-2017, M, 0.00, 2055971.00, 37.79
Uttarakhand, 30-04-2017, M, 0.00, 2278360.00, 41.80
Uttarakhand, 31-05-2017, M, 0.00, 2470733.00, 45.24
Uttarakhand, 30-06-2017, M, 2.17, 2046275.00, 38.23
Uttarakhand, 31-07-2017, M, 0.00, 2017383.00, 36.80
Uttarakhand, 31-08-2017, M, 0.00, 2315762.00, 42.16
Uttarakhand, 30-09-2017, M, 0.00, 2325614.00, 42.26
Uttarakhand, 31-10-2017, M, 1.46, 1985529.00, 36.54
Uttarakhand, 30-11-2017, M, 3.73, 2036233.00, 38.29
Uttarakhand, 31-12-2017, M, 1.14, 1937959.00, 35.41
Uttarakhand, 31-01-2018, M, 0.56, 2062357.00, 37.39
Uttarakhand, 28-02-2018, M, 1.02, 2025083.00, 36.82
Uttarakhand, 31-03-2018, M, 3.00, 2092959.00, 38.76
Uttarakhand, 30-04-2018, M, 0.46, 1918046.00, 34.55
Uttarakhand, 31-05-2018, M, 1.02, 2142532.00, 38.74
Uttarakhand, 30-06-2018, M, 1.05, 1963765.00, 35.45
Uttarakhand, 31-07-2018, M, 3.03, 2045727.00, 37.61
Uttarakhand, 31-08-2018, M, 0.46, 1930445.00, 34.50
Uttarakhand, 30-09-2018, M, 1.55, 2109007.00, 38.04
Uttarakhand, 31-10-2018, M, 4.66, 1940566.00, 36.07
Uttarakhand, 30-11-2018, M, 4.58, 2030567.00, 37.64
Uttarakhand, 31-12-2018, M, 4.82, 1958292.00, 36.32
Uttarakhand, 31-01-2019, M, 1.71, 2164406.00, 38.80
Uttarakhand, 28-02-2019, M, 5.29, 1958058.00, 36.36
Uttarakhand, 31-03-2019, M, 5.04, 1968509.00, 36.39
Uttarakhand, 30-04-2019, M, 6.11, 1902434.00, 35.50
Uttarakhand, 31-05-2019, M, 1.63, 2108044.00, 37.47
Uttarakhand, 30-06-2019, M, 4.65, 2021553.00, 37.01
Uttarakhand, 31-07-2019, M, 5.74, 2000524.00, 36.97
Uttarakhand, 31-08-2019, M, 6.11, 1911380.00, 35.39
Uttarakhand, 30-09-2019, M, 3.47, 2157845.00, 38.79
Uttarakhand, 31-10-2019, M, 4.83, 2027663.00, 36.90
Uttarakhand, 30-11-2019, M, 5.56, 2007113.00, 36.73
Uttarakhand, 31-12-2019, M, 4.52, 1947566.00, 35.19
Uttarakhand, 31-01-2020, M, 4.17, 1986386.00, 35.69
Uttarakhand, 29-02-2020, M, 4.85, 2057523.00, 37.16
Uttarakhand, 30-04-2020, M, 3.66, 1972074.00, 35.04
Uttarakhand, 31-05-2020, M, 3.57, 1915482.00, 33.94
Uttarakhand, 30-06-2020, M, 10.71, 1675441.00, 32.00
Uttarakhand, 31-08-2020, M, 11.54, 1907133.00, 36.62
Uttarakhand, 31-10-2020, M, 10.10, 1783067.00, 33.56
Uttarakhand, 31-12-2020, M, 5.56, 1811937.00, 32.34
Uttarakhand, 31-01-2021, M, 2.59, 1786648.00, 30.85
Uttarakhand, 28-02-2021, M, 4.17, 1806312.00, 31.65
Uttarakhand, 31-03-2021, M, 2.27, 1666221.00, 28.57
Uttarakhand, 30-04-2021, M, 5.95, 2031872.00, 36.13
Uttarakhand, 31-05-2021, M, 3.95, 1669166.00, 29.01
Uttarakhand, 30-06-2021, M, 4.82, 1852243.00, 32.42
Uttarakhand, 31-07-2021, M, 2.13, 1686888.00, 28.66
Uttarakhand, 31-08-2021, M, 6.33, 1949057.00, 34.53
Uttarakhand, 30-09-2021, M, 3.75, 1781224.00, 30.65
Uttarakhand, 31-10-2021, M, 3.16, 1908449.00, 32.58
Uttarakhand, 30-11-2021, M, 2.27, 1761053.00, 29.73
Uttarakhand, 31-12-2021, M, 5.09, 1945373.00, 33.75
Uttarakhand, 31-01-2022, M, 3.54, 1832358.00, 31.22
Uttarakhand, 28-02-2022, M, 5.13, 1790210.00, 30.95
